x,Video Title,Video Reference,Priority Script ,Verbal Hook,Text hook,Caption,Hashtags,Poll Topic,Date recorded,Script,Editing ,Video link,Approved ,With captions,Thumbnail link,Charlotte Socials,,,,View,Like,Comment,Post to socials,Date posted (Pie),Date posted (Char),SEG sales,Date posted (PodCast),Carousel,Carousel doc/ Story ,Figma image files,Carousel Posted,,Video key feedback,Date posted (Char),Date posted (Pie)
Tax tip / how to,"How We Helped a Client Save £2,500 on Their Tax Bill",V39,FALSE,"You won’t believe how we saved our client £2,500!","How We Saved a Client £2,500 on Taxes",Want to save thousands on taxes? Comment 'tax' to find out how.,#taxes #money #finance #taxsavings #wealth #entrepreneurship #business,How much would you like to save on your tax bill?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,3 Simple Steps to Lower Your Tax Bill,V40,FALSE,Is your tax bill too high? Lower it with these tips!,3 Simple Steps to Lower Your Tax Bill,Lower your tax bill with these steps! Comment 'tax' for more tips.,#taxes #money #finance #taxsavings #wealth #entrepreneurship #business,Do you find your tax bill too high?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Why You Should Never Ignore Your Tax Code,V41,FALSE,Could your tax code be costing you?,Why Ignoring Your Tax Code Could Cost You,Is your tax code correct? Comment 'tax' to learn more.,#taxes #money #finance #taxcode #wealth #entrepreneurship #business,Do you know what your tax code is?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,The Surprising Tax Benefit of Home Office Expenses,V42,FALSE,Are you claiming this huge tax benefit?,Surprising Tax Benefit of Home Office Expenses,Are you claiming all your home office expenses? Comment 'tax' for tips.,#taxes #money #finance #taxbenefits #wealth #homeoffice #entrepreneurship #business,Do you work from home?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Top Self-Assessment Tips,V43,FALSE,“POV: You’re a self-employed entrepreneur who wants to maximise savings and you find this tip!”,“5 Self-Assessment Tips Every UK Entrepreneur Must Know”,“💸 Self-employed? Here’s how to save big on your next self-assessment! #taxsaving #UKbusiness”,#tax #finance #selfassessment #business #entrepreneur #wealth,Do you file your own taxes?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Unlock Tax-Saving Secrets,V44,FALSE,“Finally! A tax-saving strategy for freelancers that works!”,“How Freelancers Can Save Money on Taxes - 3 Easy Tips!”,"“💼 Freelancers, here’s how you can save on taxes without the headache. Follow these 3 simple tips! #freelance #taxsaving #wealthbuilding”",#freelance #tax #money #finance #entrepreneur #taxstrategy,Do you claim all allowable expenses?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Easy Tax Filing Hacks,V45,FALSE,“POV: You’re a small business owner looking for a deduction strategy and you find this guide!”,“Ultimate Guide to Maximising Tax Deductions for SMEs”,"“📈 Small business owners, don’t miss out on these tax deductions! Save more with these proven tips. #SME #taxdeductions #savemoney #businessgrowth”",#business #taxdeductions #SME #finance #wealth,Do you keep detailed expense records?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,,V46,FALSE,"“If you love easy wins but hate complicated tax forms, you’re in luck because these hacks work!”",“3 Tax Filing Hacks Every UK Taxpayer Should Know”,“✍️ Filing your taxes doesn’t have to be a nightmare. Try these hacks to make it easier! #taxhacks #taxsaving #moneytips #UKfinance”,#taxhacks #finance #taxfiling #moneytips #wealth,Do you find tax filing stressful?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Hidden Tax Relief for Entrepreneurs,V47,FALSE,“Entrepreneurs! I found a hidden tax relief and saved thousands!”,“Hidden Tax Reliefs Entrepreneurs Should Know About”,"“🚀 Entrepreneurs, don’t miss out on these hidden tax reliefs. Here’s how you can save thousands! #entrepreneur #taxrelief #finance #wealthbuilding”",#entrepreneur #taxrelief #business #finance #savemoney,Do you research tax reliefs before filing?,08/11/24,Scripts,,https://drive.google.com/file/d/1yTdMnDpQh4AyWxZjVylV1mg8858zmKi-/view?usp=drive_link,FALSE,,https://drive.google.com/file/d/1JSsR-RhWsokVKhPyL5XYyFm5kabwqSAH/view?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Common Tax Mistakes to Avoid,V48,FALSE,“Stop complaining that your tax bill is high if you’re still doing this…”,“Avoid These Common Tax Mistakes – Save Big!”,“🚨 Stop overpaying on your tax bill! Here’s how to avoid the most common tax mistakes. #taxmistakes #savetaxes #finance #wealth”,#tax #finance #savetaxes #business #entrepreneur #wealth,Have you ever made a tax mistake?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Self-Assessment Simplified,V49,FALSE,“I stopped stressing over self-assessment and this happened…”,“How I Simplified Self-Assessment – Stress-Free Tax Filing”,“😌 Filing taxes doesn’t have to be stressful! Here’s how I made my self-assessment a breeze. #selfassessment #taxfiling #moneytips #UKfinance”,#selfassessment #taxfiling #moneytips #finance #stressfree,Do you find self-assessment stressful?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Why I Don’t Overlook Tax Reliefs,V50,FALSE,“Why I’m no longer overlooking tax reliefs”,“Why You Shouldn’t Ignore These Tax Reliefs”,“❗ Don’t miss out on these valuable tax reliefs! Here’s why I never overlook them anymore. #taxrelief #taxsaving #wealthbuilding #UKtax”,#taxrelief #taxsaving #finance #UKtax #wealth,Do you claim all available tax reliefs?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Secret Strategy for Lower Tax Bills,V51,FALSE,“Steal my secret strategy to lower your tax bill”,“My Secret Strategy to Slash Your Tax Bill!”,“🤑 Want to lower your tax bill? Here’s the secret strategy I use to save money every year. #taxsaving #financehacks #moneytips #wealth”,#taxsaving #financehacks #moneytips #business #wealth,Would you like to pay less tax?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Avoid “Quick Fix” Tax Solutions,V52,FALSE,“When you hear another ‘quick fix’ tax solution…”,“Beware of Quick Fix Tax Solutions – Here’s Why”,“⚠️ Quick fixes often lead to bigger problems! Here’s why I steer clear of them and what you should do instead. #taxadvice #finance #businessgrowth #entrepreneur”,#taxadvice #quickfix #finance #businessgrowth #entrepreneur,Have you tried a quick fix for tax issues?,10/09/24,Scripts,,https://drive.google.com/file/d/1D8AqoorR-XCR8vXDj0S-J6tzpxiCkwH7/view?usp=drivesdk,TRUE,V52,v52 t,TRUE,FALSE,FALSE,FALSE,,,,,,3/3/2026,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Government Gateway Shutdown Explained,V53,FALSE,“I wasn’t going to share this but… HMRC is closing down their old system!”,“Why the Government Gateway Is Shutting Down - What It Means”,“🚨 Big changes ahead! The Government Gateway is shutting down. Here’s what you need to know about the new tax system. #taxchanges #HMRC #finance #taxfiling”,#taxchanges #HMRC #finance #taxfiling #business #wealth,Are you ready for Making Tax Digital?,10/09/24,Scripts,,https://drive.google.com/file/d/1DjeWOnl5Fc9AZ9D6XgVM2M4nTWmsOj64/view?usp=drivesdk,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,New Rules for Filing Taxes,V54,FALSE,“You’re probably making this huge mistake with your tax filing… and HMRC is closing down!”,“HMRC’s New Tax Filing Rules - Don’t Get Caught Out!”,"“❗ Don’t risk penalties! HMRC is closing the Government Gateway, and here’s what you need to do to stay compliant. #taxfiling #HMRC #taxes #moneytips #UKfinance”",#taxfiling #HMRC #moneytips #UKfinance #wealth,Have you used the Government Gateway before?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Making Tax Digital - The Future of Tax,V55,FALSE,“Stop using outdated tax methods if you want to stay compliant with HMRC!”,“HMRC’s Big Shift: From Gateway to Making Tax Digital”,“📊 The future is digital! HMRC is moving away from the old system. Here’s how to get ahead with Making Tax Digital. #taxdigital #HMRC #businessgrowth #wealth”,#taxdigital #HMRC #businessgrowth #wealth #entrepreneur,Are you using digital tax software yet?,07/10/24,Scripts,,https://drive.google.com/file/d/1f2fxRMViE2Nrex_2poFf9wWTYkHQ2TNN/view?usp=drive_link,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Avoid Tax Filing Penalties,V56,FALSE,“Here’s how I avoided a huge mistake by preparing for HMRC’s changes…”,“Avoid Penalties: Get Ready for HMRC’s Digital Tax Transition”,“⚠️ Don’t get caught out! Here’s how to prepare for HMRC’s move to Making Tax Digital and avoid penalties. #taxpenalties #HMRC #moneytips #taxadvice”,#taxpenalties #HMRC #moneytips #taxadvice #finance,Are you aware of the new tax filing requirements?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Say Goodbye to the Government Gateway,V57,FALSE,“Steal my strategy to transition smoothly from the Government Gateway to HMRC’s new system…”,“Say Goodbye to the Government Gateway - What’s Next?”,“🔄 Transitioning from the Government Gateway? Here’s how to ensure a smooth switch to HMRC’s new digital system. #taxchanges #HMRC #digitaltax #businesssuccess”,#taxchanges #HMRC #digitaltax #businesssuccess #wealth,Have you prepared for the Government Gateway shutdown?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
trending,ACCOUNTANT EXPLAINS: Money Habits Keeping You Poor,V58,FALSE,What if I told you that your money habits are keeping you poor?,Break Free from Bad Money Habits Now!,Ready to maximi'se your wealth? 🚀 Let’s break free from those habits keeping you poor! 💸,#money #finance #tax #wealth #entrepreneurship #UKtax #savings #investment #financialfreedom #selfassessment,Do you pay yourself first or last?,02/09/24,Scripts,,https://drive.google.com/file/d/1BGocJt5CXwgvM4u1QK-5BBM5iX8hyJMZ,TRUE,V58,V58 thumbnail,TRUE,FALSE,FALSE,FALSE,,,,,,1/24/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
trending,"Should You Buy, Lease, or Finance Your Next Car?",V59,FALSE,Are you losing money on your car? 😲 Find out!,Discover the Cheapest Way to Own a Car 🚗💸,Which option will save you the most money on your next car? Let's find out together! 🚗💰,#money #finance #tax #carfinance #wealth #savemoney #personalfinance #entrepreneurship #business #financialfreedom,"Which option would you choose: Buy, Lease, or Finance?",02/09/24,Scripts,,https://drive.google.com/file/d/1TG9wy1HanCkHWFapMPh7-XnF9fbZj1xs/view?usp=drivesdk,TRUE,V59,V59 Thumbnail,TRUE,FALSE,FALSE,FALSE,,,,,,2/6/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,UK Tax Allowances Explained: Don’t Miss Out on These Savings!,V60,FALSE,This overlooked tax trick could save you thousands!,Uncover the Secret Tax Savings You're Missing!,"Are you making the most of your UK tax allowances? 🧐 From personal allowance to ISA limits, learn how to keep more of your hard-earned cash in your pocket!",#TaxSavings #UKFinance #MoneyMatters #Entrepreneurship #WealthBuilding #BusinessTips #PersonalFinance #TaxTips #SmartMoney #HMRC #FinancialFreedom #Allowance #UKTax,Are you fully utilising your tax allowances? #TaxTips #Finance,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Maximising Your Personal Allowance,V61,FALSE,The tax hack 90% of people miss!,How to Legally Avoid Income Tax,"Did you know you can earn up to £12,570 without paying income tax? Here's how to make the most of your personal allowance.",#Money #TaxTips #PersonalFinance #Wealth #IncomeTax #UKFinance #TaxAllowance #TaxSavings,What's your biggest tax-saving strategy?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,The Power of Marriage Allowance,V62,FALSE,This simple move can save you thousands!,"Married? Save £1,260 on Taxes Now","Married or in a civil partnership? You could transfer up to £1,260 of your personal allowance and save on taxes. Here’s how!",#MarriageAllowance #TaxSavings #FinanceTips #WealthBuilding #UKFinance #SmartMoney #CouplesFinance,Do you and your partner share finances?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Dividend Allowance Demystified,V63,FALSE,Unlock tax-free dividends with this one trick!,Earn Tax-Free Dividends Every Year!,"Discover how you can earn up to £1,000 in dividends without paying a penny in tax. Make your investments work harder for you!",#Dividends #TaxFreeIncome #Investing #Wealth #SmartInvesting #UKFinance #TaxAllowance #FinancialFreedom,Do you invest in dividend-paying stocks?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Making the Most of Your Personal Savings Allowance,V64,FALSE,Are you losing money by ignoring this tax-free saving hack?,How to Keep All Your Interest Tax-Free!,"With the Personal Savings Allowance, you can earn interest tax-free! Learn how to make the most of your £1,000 or £500 allowance.",#Savings #PersonalFinance #Wealth #UKFinance #SmartMoney #Interest #TaxSavings,How much of your savings are in cash?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Capital Gains Tax Allowance Uncovered,V65,FALSE,This little-known trick could save you thousands!,Cut Your Capital Gains Tax Bill in Half,"Make the most of your £6,000 Capital Gains Tax allowance to keep more of your investment profits in your pocket.",#CapitalGainsTax #Investing #Wealth #FinanceTips #UKFinance #TaxAllowance #SmartInvesting,Do you regularly review your investments?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Inheritance Tax: What You Need to Know,V66,FALSE,Don't let the taxman take your family's wealth!,Protect Your Legacy: Inheritance Tax Secrets,"Understand how the £325,000 Inheritance Tax threshold and the Residence Nil Rate Band can help you pass on more to your loved ones.",#InheritanceTax #WealthManagement #FamilyFinance #UKFinance #TaxPlanning #Legacy #EstatePlanning,Have you planned your estate?,02/10/24,Scripts,,https://drive.google.com/file/d/1lcUWjHckoAb1A9W21Go43PxI0bRGH7AX/view?usp=drive_link,FALSE,,https://drive.google.com/file/d/12gxAbqQfk5r0yI_0p1PmmWl8NN2CbR2c/view?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Rent-a-Room Relief: Easy Extra Income,V67,FALSE,"Make an extra £7,500 without paying a penny in tax!","Rent Out a Room, Keep All the Income!","Learn how you can rent out a room in your home and earn up to £7,500 tax-free. It's easier than you think!",#RentARoom #TaxFreeIncome #Property #Wealth #PassiveIncome #UKFinance #TaxSavings,Would you consider renting out a room?,02/10/24,Scripts,,https://drive.google.com/file/d/1aitR09_s5tyczB7vt92ElxeiZwY7y_JU/view?usp=drive_link,TRUE,V67 - captioned,V67 Thumbnail,TRUE,TRUE,FALSE,FALSE,,,,https://docs.google.com/document/d/1yF6FLddaMsyls5si-rBbLtSRcKWzXNYCONZoj4QwHBY/edit?usp=drivesdk,12/4/2024,11/26/2024,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Trading and Property Allowances Explained,V68,FALSE,"Are you missing out on this easy £1,000 tax break?","Get £1,000 Tax-Free on Your Side Hustle!","If you have a side hustle or property income, you could earn £1,000 tax-free. Here’s how to make the most of these allowances.",#SideHustle #PropertyIncome #TaxSavings #Wealth #Entrepreneurship #UKFinance #PassiveIncome,Do you have a side hustle?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,National Insurance Contributions: What You Should Know,V69,FALSE,Are you paying too much in National Insurance?,Maximise Your Earnings: National Insurance Secrets,"Discover how the £12,570 NIC threshold can help you keep more of your earnings and ensure you're paying the right amount.",#NationalInsurance #Income #PersonalFinance #UKFinance #TaxTips #Wealth #SmartMoney,Do you know your NIC rate?,12/11/24,Scripts,,https://drive.google.com/file/d/1tzHJfFWagMP_c2qphBr1F27R1FXn5ArP/view?usp=drive_link,FALSE,,https://drive.google.com/file/d/1EXR2CipI8MTkVDcfJ3dVA5-uJIwykpy5/view?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,https://docs.google.com/document/d/1TlxqCPvnbGm6e1o-6Pb5sHjPjRI-CWthaQdbU2LK6hQ/edit?usp=sharing,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Pension Annual Allowance: Maximise Your Savings,V70,FALSE,"Are you missing out on £60,000 of tax-free savings?",Boost Your Retirement Fund with This Tax Break!,"Maximise your pension contributions with the £60,000 annual allowance. Secure your future with smart pension planning.",#Pension #RetirementPlanning #Wealth #UKFinance #SmartMoney #TaxSavings #PensionPlanning,Are you contributing to a pension?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Lifetime Allowance: What Changed?,V71,FALSE,Why you no longer need to worry about pension limits!,Pension Lifetime Allowance Abolished: What It Means for You,The Lifetime Allowance has been abolished. Understand how this impacts your pension planning and potential savings.,#Pension #Retirement #Wealth #UKFinance #FinancialFreedom #SmartMoney #TaxChanges,Will the LTA change your retirement plans?,10/09/24,Scripts,,https://drive.google.com/file/d/1irB_of2L9mtNlvSBZbIjOBtVMu2zC2bA/view?usp=drivesdk,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,video a little too dark ,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Maximising Your ISA Allowance,V72,FALSE,"How to grow £20,000 tax-free every year!",Tax-Free Investing: Maximise Your ISA Allowance,"Invest up to £20,000 tax-free in an ISA each year. Learn how to make the most of this powerful tax-efficient savings tool.",#ISA #TaxFreeSavings #Investing #Wealth #UKFinance #SmartInvesting #TaxAllowance,Are you maxing out your ISA allowance?,,Scripts,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Junior ISA: Investing for Your Child’s Future,V73,FALSE,Set your child up for life with this tax-free investment!,"Junior ISA: Give Your Child a £9,000 Head Start","Give your child a head start with a Junior ISA. Invest up to £9,000 each year tax-free and watch their savings grow.",#JuniorISA #ChildFinance #Wealth #UKFinance #Investing #TaxFreeSavings #FuturePlanning,Are you investing in a Junior ISA for your child?,10/09/24,Scripts,,https://drive.google.com/file/d/1zlbPHGpaUemI-DgRp-qsSrGPpVPZM7yt/view?usp=drivesdk,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Small Business Corporation Tax Allowance,V74,FALSE,Are you paying more corporation tax than you need to?,Small Business Tax Secrets: Save on Corporation Tax,"If your profits are below £50,000, you could pay a lower rate of corporation tax. Here's what every small business owner needs to know.",#SmallBusiness #CorporationTax #TaxSavings #Entrepreneurship #UKFinance #Wealth #BusinessTips,Do you run a small business?,10/09/24,Scripts,,https://drive.google.com/file/d/1zod317rOvg-biVQCw6WkOvesTMJOMoZq/view?usp=drivesdk,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Annual Investment Allowance: Boost Your Business,V75,FALSE,"Write off £1,000,000 in business expenses this year!",Maximise Your Business Deductions with the AIA,"The Annual Investment Allowance allows you to deduct up to £1,000,000 in business expenses. Learn how to use it to boost your profits.",#BusinessExpenses #TaxSavings #Entrepreneurship #UKFinance #SmartMoney #Wealth #BusinessGrowth,Have you claimed your Annual Investment Allowance?,03/09/24,Scripts,,https://drive.google.com/file/d/15vaRGk-WZQ5mUNBLtxVzrp6i1cJkuVcv/view?usp=drivesdk,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Blind Person’s Allowance: Extra Support Available,V76,FALSE,"Are you or someone you know missing out on £2,870?",Blind Person's Allowance: Don't Miss Out on Extra Tax Relief,"If you’re registered as blind, you could be entitled to an extra £2,870 in tax-free income. Make sure you or someone you know claims it.",#TaxAllowance #BlindPersonsAllowance #FinanceSupport #UKFinance #TaxSavings #Wealth,Do you know someone who could benefit from this allowance?,03/09/24,Scripts,,https://drive.google.com/file/d/1Mv9EgdU5wcqYJcxVdeFqyw_9-Zdv2Hmg/view?usp=drivesdk,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
